,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,loc_lat,loc_long,dir_from_centre
3238,3238,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,35.0,12.8468545,77.6769267,south east
3239,3239,Plot  Area,Ready To Move,BEL Layout,2 Bedroom,,1375,2.0,1.0,105.0,13.0695997,77.5560764,north
3240,3240,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Chllsev,1313,2.0,2.0,66.5,12.914506,77.5604592,south
3241,3241,Plot  Area,Ready To Move,Attibele,4 Bedroom,,3640,4.0,1.0,275.0,12.7782588,77.7712834,south east
3242,3242,Super built-up  Area,20-Dec,Akshayanagara East,3 BHK,,1693,3.0,2.0,108.0,18.584650000000067,73.78181000000006,north west
3243,3243,Super built-up  Area,Ready To Move,JCR Layout,2 BHK,ARnamru,1160,2.0,1.0,41.75,12.933134,77.7043284,east
3244,3244,Plot  Area,Ready To Move,Sri Kanteshwara Nagar,3 Bedroom,,1200,3.0,0.0,200.0,13.018130000000042,77.54407000000003,north west
3245,3245,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2.0,2.0,79.0,12.914506,77.5604592,south
3246,3246,Plot  Area,Ready To Move,KR Puram,4 Bedroom,,1000,4.0,1.0,75.0,13.007516,77.695935,east
3247,3247,Built-up  Area,Ready To Move,Bellari Road,2 BHK,Pralmat,900,2.0,1.0,45.0,13.046910000000025,77.59146000000004,north
3248,3248,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1700,3.0,2.0,90.0,13.0978039,77.5811889,north
3249,3249,Carpet  Area,Ready To Move,Indira Nagar,3 BHK,Gonorir,1875,3.0,1.0,180.0,12.9732913,77.6404672,east
3250,3250,Carpet  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1700,3.0,2.0,88.0,12.9055682,77.5455438,south west
3251,3251,Super built-up  Area,Ready To Move,Harlur,3 BHK,Prncyrn,1749,3.0,2.0,115.0,12.90593265,77.6754493561861,south east
3252,3252,Plot  Area,Ready To Move,Dasanapura,2 Bedroom,,1500,3.0,1.0,65.0,13.0758896,77.4364795,north west
3253,3253,Super built-up  Area,Ready To Move,Varanasi,2 BHK,,1175,2.0,1.0,48.0,13.0304962,77.6860657,north east
3254,3254,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1280,2.0,1.0,60.0,13.0195427,77.6831272,north east
3255,3255,Built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,Krllael,1200,2.0,2.0,50.0,12.978650000000073,77.68263000000007,east
3256,3256,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2.0,2.0,115.0,12.9558969,77.7405826,east
3257,3257,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,46.0,12.848759900000001,77.64825295827616,south east
3258,3258,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,,1200,2.0,0.0,66.0,13.0098552,77.6930892,east
3259,3259,Super built-up  Area,19-Dec,9th Phase JP Nagar,2 BHK,,1127,2.0,1.0,50.0,12.9104123,77.59751,south
3260,3260,Built-up  Area,Ready To Move,Indira Nagar,2 BHK,VKvenas,1210,2.0,1.0,102.0,12.9732913,77.6404672,east
3261,3261,Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,600,2.0,1.0,23.0,12.9756382,77.5837686,north east
3262,3262,Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,Prtanha,4190,4.0,3.0,380.0,13.0137105,77.4834544,north west
3263,3263,Super built-up  Area,Ready To Move,Tata Nagar,2 BHK,Shensit,1364,2.0,2.0,70.0,12.9358121,77.51500108038786,south west
3264,3264,Super built-up  Area,Ready To Move,Whitefield,4 BHK,ArsiaEx,2268,3.0,0.0,146.0,12.9696365,77.7497448,east
3265,3265,Super built-up  Area,Ready To Move,RK Layout 2nd Stage,3 BHK,,1150,2.0,2.0,77.5,12.90482951485816,77.54693846442919,south west
3266,3266,Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,,1146,2.0,1.0,39.5,13.089510000000075,77.63372000000004,north east
3267,3267,Built-up  Area,Ready To Move,Magadi Road,2 BHK,DSellil,1345,2.0,2.0,55.0,12.9756527,77.5553548,west
3268,3268,Super built-up  Area,Ready To Move,Mylasandra,2 BHK,Laowsba,1110,2.0,2.0,41.0,12.8514983,77.6204097,south
3269,3269,Built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,36.0,12.9176571,77.4837568,south west
3270,3270,Built-up  Area,Ready To Move,Motappa Layout,2 BHK,Puodse ,1156,2.0,2.0,49.5,22.34505000000007,85.29885000000007,north east
3271,3271,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ARvasV ,1247,2.0,1.0,59.8,12.9876589,77.7377128,east
3272,3272,Super built-up  Area,Ready To Move,Mangammanapalya,2 BHK,,1058,2.0,2.0,60.0,12.8957595,77.64570119478071,south east
3273,3273,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,48.0,12.8016986,77.5082445,south
3274,3274,Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,420,2.0,0.0,35.0,12.88929715,77.55955229173568,south
3275,3275,Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,,600,2.0,2.0,90.0,12.916961,77.6089475,south east
3276,3276,Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1520,2.0,1.0,103.0,12.9718886,77.54578883887129,west
3277,3277,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1215,2.0,2.0,58.86,12.9552572,77.6984163,east
3278,3278,Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,,900,1.0,1.0,30.0,12.8811313,77.5461928,south
3279,3279,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2350,3.0,2.0,174.0,13.0398416,77.6413592,north east
3280,3280,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1050,2.0,2.0,46.0,13.054713,77.6339258,north east
3281,3281,Super built-up  Area,Ready To Move, Devarabeesana Halli,3 BHK,Sorisa ,1672,3.0,2.0,150.0,12.928010000000029,77.69475000000006,east
3282,3282,Plot  Area,Ready To Move,Laggere,5 Bedroom,,2800,5.0,2.0,125.0,13.0108677,77.5207301,north west
3283,3283,Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,2.0,2.0,65.0,13.0725802,77.6152451,north
3284,3284,Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,,1400,2.0,2.0,65.0,13.0486343,77.6446688,north east
3285,3285,Plot  Area,18-May,Whitefield,4 Bedroom,Prtates,500Sq. Yards,4.0,2.0,378.0,12.9696365,77.7497448,east
3286,3286,Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,2700,4.0,2.0,130.0,12.9167948,77.595038,south
3287,3287,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,920,2.0,1.0,37.46,12.8162443,77.6916113,south east
3288,3288,Plot  Area,18-Feb,Sarjapur  Road,3 Bedroom,Cetattu,1200,3.0,2.0,70.0,12.920441,77.6653284,south east
3289,3289,Built-up  Area,Ready To Move,Brindavan Nagar,3 BHK,Mancy R,1250,3.0,2.0,139.0,13.0368849,77.5747217,north
3290,3290,Super built-up  Area,18-Mar,Hosakerehalli,3 BHK,SoageHe,1817,4.0,,153.0,12.9301881,77.5378332,south west
3291,3291,Plot  Area,Ready To Move,Cooke Town,5 Bedroom,,2043,6.0,,375.0,13.0027852,77.624747,north east
3292,3292,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,12.9116225,77.6388622,south east
3293,3293,Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,,4346,4.0,1.0,450.0,13.1006982,77.5963454,north
3294,3294,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NRowse ,1464,2.0,2.0,56.0,12.8922203,77.6558048,south east
3295,3295,Super built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1468,3.0,2.0,130.0,13.0457579,77.52921856814623,north west
3296,3296,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1555,2.0,1.0,82.0,12.8496783,77.6649749,south east
3297,3297,Plot  Area,Ready To Move,Munnekollal,6 Bedroom,,1200,4.0,2.0,110.0,12.94894000000005,77.70930000000004,east
3298,3298,Built-up  Area,Ready To Move,Whitefield,2 BHK,SNadeAr,1150,2.0,0.0,55.0,12.9696365,77.7497448,east
3299,3299,Super built-up  Area,19-Oct,Kadubeesanahalli,2 BHK,,970,2.0,1.0,35.0,12.935011,77.6906268,east
3300,3300,Super built-up  Area,18-May,Banashankari,4 BHK,,2500,4.0,3.0,95.0,12.965283249999999,77.59445195,south east
3301,3301,Super built-up  Area,Ready To Move,Seetharampalya,2 BHK,Mazler ,1166,2.0,1.0,53.0,12.98241125,77.71319024278168,east
3302,3302,Plot  Area,Ready To Move,Konanakunte,3 Bedroom,Prasa W,2779,3.0,1.0,317.0,12.8792861,77.5697529,south
3303,3303,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Palleon,1350,3.0,2.0,58.0,12.848759900000001,77.64825295827616,south east
3304,3304,Built-up  Area,Ready To Move,Mariyannapalya,2 BHK,,900,2.0,3.0,46.0,13.049640000000068,77.61183000000005,north
3305,3305,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,12.912432,77.5759515,south
3306,3306,Built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,SoersTo,1190,3.0,1.0,55.0,13.0374105,77.6082063,north
3307,3307,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,Suntsan,1495,2.0,2.0,75.0,12.8966996,77.6124269,south
3308,3308,Built-up  Area,Ready To Move,Indira Nagar,2 BHK,Riousd ,1224,2.0,2.0,105.0,12.9732913,77.6404672,east
3309,3309,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Mandsi ,1350,2.0,2.0,68.0,12.926830000000052,77.55017000000004,south west
3310,3310,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Mazzo P,940,2.0,1.0,56.8,12.9269039,77.6701877,south east
3311,3311,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,DwntsAp,1100,2.0,1.0,55.0,12.858390000000043,80.18606000000005,east
3312,3312,Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,Sheurre,1300,2.0,2.0,61.0,12.916788350000001,77.67427750003182,south east
3313,3313,Built-up  Area,Ready To Move,Palace Road,3 BHK,,1480,2.0,0.0,145.0,12.986146,77.5886955,north east
3314,3314,Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1105,2.0,2.0,46.37,12.9919033,77.7162015,east
3315,3315,Plot  Area,17-Jun,Sarjapur  Road,3 Bedroom,AztheBr,2600,3.0,2.0,200.0,12.920441,77.6653284,south east
3316,3316,Super built-up  Area,21-Mar,Yelahanka,3 BHK,Goues A,1517,3.0,2.0,76.3,13.1006982,77.5963454,north
3317,3317,Built-up  Area,Ready To Move,Horamavu Banaswadi,6 Bedroom,,3800,8.0,0.0,200.0,13.019264919035423,77.6556029157363,north east
3318,3318,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,1615,3.0,2.0,89.75,13.0464531,77.5483803,north west
3319,3319,Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,,1500,3.0,2.0,65.0,13.0725802,77.6152451,north
3320,3320,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1082,3.0,1.0,50.5,12.9467026,77.5300705,south west
3321,3321,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Vaoodar,1365,2.0,2.0,73.0,12.9552572,77.6984163,east
3322,3322,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,1000,2.0,3.0,25.0,12.848759900000001,77.64825295827616,south east
3323,3323,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,Pu270a ,1392,2.0,1.0,98.0,12.9856596,77.6638971,east
3324,3324,Super built-up  Area,18-Apr,Kodigehalli,2 BHK,,1086,2.0,1.0,33.66,13.0031666,77.7272835,east
3325,3325,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1586,3.0,3.0,93.94,13.0398416,77.6413592,north east
3326,3326,Built-up  Area,Ready To Move,Hennur,2 BHK,,1100,2.0,1.0,60.0,13.0258087,77.6305067,north east
3327,3327,Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,30.75,12.8468545,77.6769267,south east
3328,3328,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1500,2.0,1.0,120.0,13.0098552,77.6930892,east
3329,3329,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,120.0,12.912432,77.5759515,south
3330,3330,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,1975,3.0,3.0,123.0,13.0398416,77.6413592,north east
3331,3331,Super built-up  Area,Ready To Move,Nelamangala,2 BHK,,820,2.0,2.0,24.0,13.0953024,77.3963586,north west
3332,3332,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,110.0,12.8856635,77.5416809,south west
3333,3333,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,SVdhaig,1223,2.0,1.0,60.0,12.95961755,77.51126721318181,west
3334,3334,Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,,1200,2.0,1.0,65.0,12.954080000000033,77.54135000000008,south west
3335,3335,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,Niine J,1200,2.0,0.0,90.0,12.9931607,77.5394749,north west
3336,3336,Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,665,1.0,1.0,46.08,12.966750000000047,77.55946000000006,west
3337,3337,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,70.0,13.13847625,77.62049897098888,north
3338,3338,Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87,13.0382184,77.5919,north
3339,3339,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,,3900,3.0,2.0,300.0,12.9096955,77.6361042,south east
3340,3340,Super built-up  Area,18-Nov,Thanisandra,3 BHK,,1588,3.0,1.0,75.55,13.054713,77.6339258,north east
3341,3341,Carpet  Area,Ready To Move,Amruthahalli,2 BHK,,900,2.0,1.0,60.0,13.0665131,77.5966238,north
3342,3342,Plot  Area,Ready To Move,Bhuvaneshwari Nagar,3 Bedroom,,440,3.0,0.0,50.0,12.9232498,77.5493787,south west
3343,3343,Built-up  Area,18-Feb,Harlur,4 Bedroom,,3385,4.0,,260.0,12.90593265,77.6754493561861,south east
3344,3344,Super built-up  Area,Ready To Move,Panathur,3 BHK,Saite G,1370,2.0,2.0,75.0,12.9351457,77.7047541,east
3345,3345,Plot  Area,18-Dec,Whitefield,3 Bedroom,,1500,3.0,1.0,71.8,12.9696365,77.7497448,east
3346,3346,Super built-up  Area,Ready To Move,Pulikeshi Nagar,3 BHK,,2280,3.0,,285.0,12.999650000000031,77.61528000000004,north east
3347,3347,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1100,3.0,2.0,53.0,12.88576665,77.55275290187642,south
3348,3348,Built-up  Area,Ready To Move,Hoodi,2 BHK,Adion M,1247,2.0,0.0,53.0,12.9919033,77.7162015,east
3349,3349,Super built-up  Area,19-Dec,Domlur Layout,3 BHK,,2000,3.0,2.0,200.0,12.9594928,77.64023188946209,east
3350,3350,Super built-up  Area,18-Jul,Balagere,2 BHK,Soresea,1020.07,2.0,1.0,68.38,12.9377243,77.7280705,east
3351,3351,Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,,1033,2.0,2.0,32.0,12.9186504,77.72100995007725,east
3352,3352,Built-up  Area,Ready To Move,B Narayanapura,3 BHK,Niidet ,1460,2.0,3.0,73.0,12.9980556,77.6848622,east
3353,3353,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,2.0,52.8,12.9938796,77.7017538,east
3354,3354,Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,Maana E,5965,5.0,,385.0,12.920441,77.6653284,south east
3355,3355,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1141,2.0,1.0,46.0,13.0283523,77.650469,north east
3356,3356,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Niareum,2806 - 3019,6.0,0.0,125.5,13.1006982,77.5963454,north
3357,3357,Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,,4200,4.0,3.0,325.0,13.2929583,77.5431463,north
3358,3358,Super built-up  Area,18-Jul,Hosa Road,3 BHK,Sosisic,1665,2.0,3.0,125.0,12.8706073,77.6540565,south east
3359,3359,Super built-up  Area,18-Dec,Kanakapura,2 BHK,GoityEt,1295,2.0,2.0,64.0,12.88857085,77.56336379757902,south
3360,3360,Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1230,2.0,1.0,78.0,12.8922203,77.6558048,south east
3361,3361,Super built-up  Area,Ready To Move,Anand Nagar,3 BHK,,1080,2.0,2.0,75.0,12.9600501,77.6451721,east
3362,3362,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,1000,2.0,1.0,60.0,12.8016986,77.5082445,south
3363,3363,Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,2400,2.0,0.0,50.0,13.0200235,77.6092887,north east
3364,3364,Super built-up  Area,19-Dec,Whitefield,1 BHK,Goted U,613 - 648,1.0,0.0,32.79,12.9696365,77.7497448,east
3365,3365,Super built-up  Area,18-May,Rayasandra,3 BHK,,1708,3.0,2.0,75.0,13.2197274,77.7264456,north east
3366,3366,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1697,3.0,2.0,115.0,13.054713,77.6339258,north east
3367,3367,Super built-up  Area,Ready To Move,Whitefield,4 BHK,T ZedZe,3537,5.0,3.0,210.0,12.9696365,77.7497448,east
3368,3368,Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615,1.0,1.0,28.29,12.8706073,77.6540565,south east
3369,3369,Built-up  Area,Ready To Move,Banashankari,3 BHK,Naashi ,1350,2.0,0.0,83.0,12.965283249999999,77.59445195,south east
3370,3370,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1430 - 1630,,,66.4,12.88576665,77.55275290187642,south
3371,3371,Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083,2.0,1.0,32.49,13.0464531,77.5483803,north west
3372,3372,Super built-up  Area,Ready To Move,Gottigere,3 BHK,Srtusi ,1460,2.0,2.0,65.0,12.8565317,77.5877237,south
3373,3373,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,,1084,2.0,1.0,58.0,13.0283523,77.650469,north east
3374,3374,Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,1035,2.0,1.0,41.43,12.8162443,77.6916113,south east
3375,3375,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,2400,2.0,1.0,150.0,12.8929425,77.6077625,south
3376,3376,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,SLiewce,460,1.0,1.0,21.0,12.9527111,77.6052566,south east
3377,3377,Super built-up  Area,Ready To Move,Narayanappa Layout,5 BHK,,950,5.0,,90.0,12.9647744,77.7511974,east
3378,3378,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1285,2.0,2.0,55.9,12.9696365,77.7497448,east
3379,3379,Super built-up  Area,Ready To Move,1Hanuman Nagar,19 BHK,,2000,16.0,,490.0,26.144880000000057,85.84017000000006,north east
3380,3380,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1200,3.0,2.0,78.0,12.932266649999999,77.68374728308987,east
3381,3381,Built-up  Area,Ready To Move,Raghuvanahalli,2 BHK,Srncykh,1070,2.0,1.0,35.0,12.8811313,77.5461928,south
3382,3382,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0,13.0720352,77.6333905,north east
3383,3383,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1697,3.0,2.0,115.0,12.9696365,77.7497448,east
3384,3384,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,CMoryma,1199,2.0,2.0,65.0,12.964118,77.7130369,east
3385,3385,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2300,3.0,1.0,220.0,14.68073000000004,74.88036000000005,north west
3386,3386,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,,1340,2.0,3.0,64.31,12.9467026,77.5300705,south west
3387,3387,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3800,4.0,3.0,205.0,12.9552572,77.6984163,east
3388,3388,Plot  Area,Ready To Move,Jigani,5 Bedroom,,600,5.0,,50.0,12.7852528,77.6380931,south
3389,3389,Super built-up  Area,Ready To Move,Wilson Garden,2 BHK,Gonoril,1125,2.0,1.0,75.0,12.9489339,77.5968273,south east
3390,3390,Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,67.0,13.0239276,77.6923621,north east
3391,3391,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,Srnumum,1050,2.0,3.0,41.0,12.914506,77.5604592,south
3392,3392,Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Jaiewke,956,2.0,1.0,49.0,12.95961755,77.51126721318181,west
3393,3393,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1000,2.0,2.0,30.0,12.932266649999999,77.68374728308987,east
3394,3394,Built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1596,3.0,0.0,95.0,13.007690000000025,77.68194000000005,east
3395,3395,Plot  Area,Ready To Move,Kumbhena Agrahara,6 Bedroom,,1200,5.0,1.0,150.0,13.00216000000006,77.74780000000004,east
3396,3396,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1296,2.0,3.0,89.06,12.88576665,77.55275290187642,south
3397,3397,Plot  Area,Ready To Move,NS Palya,6 Bedroom,,1200,7.0,,170.0,12.9889265,77.706995,east
3398,3398,Built-up  Area,Ready To Move,Challaghatta,3 BHK,ShanaSp,1639,3.0,3.0,123.0,12.9451006,77.651534,east
3399,3399,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Coomee ,1219,2.0,1.0,61.25,12.8468545,77.6769267,south east
3400,3400,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1200,3.0,1.0,50.0,12.9055682,77.5455438,south west
3401,3401,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1218,2.0,1.0,73.0,12.8905219,77.598149,south
3402,3402,Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,,920,2.0,3.0,37.0,12.877660000000049,77.61028000000005,south
3403,3403,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2559,3.0,2.0,141.0,13.0371162,77.5280547,north west
3404,3404,Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1 BHK,,525,1.0,1.0,26.0,12.866071,77.5372622,south
3405,3405,Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,DSnjh S,1427,2.0,2.0,48.51,12.8905219,77.598149,south
3406,3406,Super built-up  Area,18-Apr,Kothannur,3 BHK,,1270,3.0,2.0,45.0,10.823100000000068,79.38130000000007,south east
3407,3407,Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,SVovelm,920,2.0,3.0,65.0,12.9558969,77.7405826,east
3408,3408,Built-up  Area,Ready To Move,Dommasandra,4 Bedroom,,2700,3.0,2.0,68.0,12.8777098,77.7534769,south east
3409,3409,Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3 BHK,,1740,3.0,2.0,199.0,12.97594565,77.6400371,east
3410,3410,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,,1355,2.0,,40.0,13.0120218,77.6777817,north east
3411,3411,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1530,2.0,2.0,90.0,13.00129000000004,77.47907000000004,west
3412,3412,Carpet  Area,Ready To Move,Gokula Extension,3 BHK,,1372,2.0,1.0,90.0,13.041120000000035,77.54829000000007,north west
3413,3413,Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,Undge T,2363,5.0,2.0,120.0,13.068323450000001,77.61076597212485,north
3414,3414,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3895,4.0,3.0,220.0,12.9552572,77.6984163,east
3415,3415,Super built-up  Area,20-Jun,Jakkur,3 BHK,SoineC ,1950,3.0,2.0,131.0,13.0784743,77.6068938,north
3416,3416,Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,PNncysi,885,2.0,3.0,40.0,12.991460000000075,77.50218000000007,west
3417,3417,Built-up  Area,Ready To Move,Yelahanka,2 BHK,,600,2.0,2.0,27.0,13.1006982,77.5963454,north
3418,3418,Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,1270,4.0,1.0,128.0,12.898190000000056,77.55927000000008,south
3419,3419,Plot  Area,Ready To Move,Vijayanagar,2 Bedroom,,1380,2.0,0.0,225.0,12.9718886,77.54578883887129,west
3420,3420,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,62.0,12.88576665,77.55275290187642,south
3421,3421,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1130,2.0,1.0,36.0,12.9696365,77.7497448,east
3422,3422,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1085,2.0,2.0,43.0,12.9055682,77.5455438,south west
3423,3423,Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1430,3.0,2.0,72.0,13.0371162,77.5280547,north west
3424,3424,Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1451.5,4.0,1.0,121.0,12.927050000000065,77.69478000000004,east
3425,3425,Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5 BHK,PeBayle,6200,5.0,,720.0,12.9778951,77.5164792,west
3426,3426,Super built-up  Area,Ready To Move,AGS Layout,3 BHK,,1490,2.0,1.0,59.6,12.9127651,77.5340498,south west
3427,3427,Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,,1650,4.0,0.0,99.0,13.0395504,77.6048537,north
3428,3428,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1286,2.0,2.0,57.0,12.9279555,77.6807658,south east
3429,3429,Built-up  Area,Ready To Move,KR Garden,2 BHK,Saavear,925,2.0,2.0,63.0,12.9549208,77.6565969,east
3430,3430,Super built-up  Area,Ready To Move,Bellandur,4 BHK,Sonyxa ,3016,4.0,3.0,230.0,12.9279555,77.6807658,south east
3431,3431,Built-up  Area,Ready To Move,Haralur Road,2 BHK,,1000,2.0,2.0,44.0,12.8922203,77.6558048,south east
3432,3432,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1215,2.0,2.0,39.0,12.9696365,77.7497448,east
3433,3433,Plot  Area,Ready To Move,Kanakadasa Layout,4 Bedroom,,1200,3.0,1.0,95.0,13.00908000000004,77.63144000000005,north east
3434,3434,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,Puarent,1336,2.0,2.0,100.0,12.827890000000025,76.90970000000004,west
3435,3435,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,673,1.0,1.0,36.85,13.0371162,77.5280547,north west
3436,3436,Plot  Area,Ready To Move,Anandapura,2 Bedroom,,1200,2.0,1.0,58.0,13.0239276,77.6923621,north east
